wbgene,symbol,freq_pre,freq_post,freq_max,coef_pre_mean,coef_post_mean
WBGene00017901,igeg-1,0.0,0.0,0.0,0.0,0.0
WBGene00019441,K06B9.4,0.0,0.0,0.0,0.0,0.0
WBGene00019546,glct-6,0.0,0.0,0.0,0.0,0.0
WBGene00015037,B0212.3,0.0,0.0,0.0,0.0,0.0
WBGene00022060,dmd-9,0.0,0.0,0.0,0.0,0.0
WBGene00189961,Y54G2A.57,0.0,0.0,0.0,0.0,0.0
WBGene00235350,Y54G2A.77,0.0,0.0,0.0,0.0,0.0
WBGene00043061,Y54G2A.38,0.0,0.0,0.0,0.0,0.0
WBGene00021510,frpr-19,0.0,0.0,0.0,0.0,0.0
WBGene00002140,inx-18,0.0,0.0,0.0,0.0,0.0
WBGene00019774,M04G7.3,0.0,0.0,0.0,0.0,0.0
WBGene00001779,gst-31,0.0,0.0,0.0,0.0,0.0
WBGene00001777,gst-29,0.0,0.0,0.0,0.0,0.0
WBGene00013164,Y53F4B.18,0.0,0.0,0.0,0.0,0.0
WBGene00002030,hst-3.1,0.0,0.0,0.0,0.0,0.0
WBGene00019018,abts-3,0.0,0.0,0.0,0.0,0.0
WBGene00017293,bmy-1,0.0,0.0,0.0,0.0,0.0
WBGene00001538,gcy-12,0.0,0.0,0.0,0.0,0.0
WBGene00001101,dsh-1,0.0,0.0,0.0,0.0,0.0
WBGene00219675,linc-44,0.0,0.0,0.0,0.0,0.0
WBGene00198236,C18A3.20,0.0,0.0,0.0,0.0,0.0
WBGene00015942,osta-2,0.0,0.0,0.0,0.0,0.0
WBGene00016112,C25H3.3,0.0,0.0,0.0,0.0,0.0
WBGene00194642,C25H3.17,0.0,0.0,0.0,0.0,0.0
WBGene00044392,C25H3.16,0.0,0.0,0.0,0.0,0.0
WBGene00016121,ift-43,0.0,0.0,0.0,0.0,0.0
WBGene00019118,F59E12.1,0.0,0.0,0.0,0.0,0.0
WBGene00006988,zyg-1,0.0,0.0,0.0,0.0,0.0
WBGene00019126,sam-4,0.0,0.0,0.0,0.0,0.0
WBGene00022706,ZK354.3,0.0,0.0,0.0,0.0,0.0
WBGene00021183,Y9C9A.16,0.0,0.0,0.0,0.0,0.0
WBGene00021182,srz-28,0.0,0.0,0.0,0.0,0.0
WBGene00016151,smc-5,0.0,0.0,0.0,0.0,0.0
WBGene00020866,vps-24,0.0,0.0,0.0,0.0,0.0
WBGene00194986,pigb-1,0.0,0.0,0.0,0.0,0.0
WBGene00006737,ulp-2,0.0,0.0,0.0,0.0,0.0
WBGene00044937,ZK546.18,0.0,0.0,0.0,0.0,0.0
WBGene00022766,cblc-1,0.0,0.0,0.0,0.0,0.0
WBGene00021497,Y40C5A.4,0.0,0.0,0.0,0.0,0.0
WBGene00005207,srg-50,0.0,0.0,0.0,0.0,0.0
WBGene00015928,C17H12.2,0.0,0.0,0.0,0.0,0.0
WBGene00015308,ddi-1,0.0,0.0,0.0,0.0,0.0
WBGene00022242,sfrp-1,0.0,0.0,0.0,0.0,0.0
WBGene00189951,linc-29,0.0,0.0,0.0,0.0,0.0
WBGene00015915,C17G10.1,0.0,0.0,0.0,0.0,0.0
WBGene00017135,EEED8.4,0.0,0.0,0.0,0.0,0.0
WBGene00017283,F09E5.3,0.0,0.0,0.0,0.0,0.0
WBGene00017284,sec-6,0.0,0.0,0.0,0.0,0.0
WBGene00022762,ZK546.5,0.0,0.0,0.0,0.0,0.0
WBGene00017837,F26G1.1,0.0,0.0,0.0,0.0,0.0
WBGene00006817,unc-85,0.0,0.0,0.0,0.0,0.0
WBGene00018046,coa-3,0.0,0.0,0.0,0.0,0.0
WBGene00015135,cyp-23A1,0.0,0.0,0.0,0.0,0.0
WBGene00021057,W06B4.2,0.0,0.0,0.0,0.0,0.0
WBGene00006657,twk-2,0.0,0.0,0.0,0.0,0.0
WBGene00044063,bpnt-1,0.0,0.0,0.0,0.0,0.0
WBGene00007036,sod-5,0.0,0.0,0.0,0.0,0.0
WBGene00008491,bgnt-1.1,0.0,0.0,0.0,0.0,0.0
WBGene00010676,ctf-18,0.0,0.0,0.0,0.0,0.0
WBGene00000002,aat-1,0.0,0.0,0.0,0.0,0.0
WBGene00013514,Y73F4A.1,0.0,0.0,0.0,0.0,0.0
WBGene00219729,anr-44,0.0,0.0,0.0,0.0,0.0
WBGene00019896,R05G6.1,0.0,0.0,0.0,0.0,0.0
WBGene00001624,glt-6,0.0,0.0,0.0,0.0,0.0
WBGene00013315,Y57G11C.20,0.0,0.0,0.0,0.0,0.0
WBGene00013312,hhat-2,0.0,0.0,0.0,0.0,0.0
WBGene00013324,mrps-7,0.0,0.0,0.0,0.0,0.0
WBGene00235109,Y57G11A.226,0.0,0.0,0.0,0.0,0.0
WBGene00012875,Y45F10B.13,0.0,0.0,0.0,0.0,0.0
WBGene00015115,B0286.1,0.0,0.0,0.0,0.0,0.0
WBGene00044310,H20J04.9,0.0,0.0,0.0,0.0,0.0
WBGene00015299,C01F1.4,0.0,0.0,0.0,0.0,0.0
WBGene00004135,pqn-48,0.0,0.0,0.0,0.0,0.0
WBGene00019485,K07D4.5,0.0,0.0,0.0,0.0,0.0
WBGene00018750,F53C3.6,0.0,0.0,0.0,0.0,0.0
WBGene00018803,fbxa-24,0.0,0.0,0.0,0.0,0.0
WBGene00012704,mlt-3,0.0,0.0,0.0,0.0,0.0
WBGene00044253,M117.6,0.0,0.0,0.0,0.0,0.0
WBGene00001577,gem-4,0.0,0.0,0.0,0.0,0.0
WBGene00010846,M04B2.2,0.0,0.0,0.0,0.0,0.0
WBGene00000885,cyn-9,0.0,0.0,0.0,0.0,0.0
WBGene00012084,npr-15,0.0,0.0,0.0,0.0,0.0
WBGene00021434,Y39A3A.3,0.0,0.0,0.0,0.0,0.0
WBGene00018804,lido-15,0.0,0.0,0.0,0.0,0.0
WBGene00017583,F19B10.1,0.0,0.0,0.0,0.0,0.0
WBGene00194713,F19B10.13,0.0,0.0,0.0,0.0,0.0
WBGene00271830,W09G10.9,0.0,0.0,0.0,0.0,0.0
WBGene00017180,F02E11.2,0.0,0.0,0.0,0.0,0.0
WBGene00015913,C17F4.7,0.0,0.0,0.0,0.0,0.0
WBGene00005560,sri-48,0.0,0.0,0.0,0.0,0.0
WBGene00002099,ins-16,0.0,0.0,0.0,0.0,0.0
WBGene00021253,Y22D7AL.15,0.0,0.0,0.0,0.0,0.0
WBGene00022328,Y82E9BL.12,0.0,0.0,0.0,0.0,0.0
WBGene00138714,T02D1.9,0.0,0.0,0.0,0.0,0.0
WBGene00006229,str-187,0.0,0.0,0.0,0.0,0.0
WBGene00010528,K03D3.2,0.0,0.0,0.0,0.0,0.0
WBGene00020601,T20B12.3,0.0,0.0,0.0,0.0,0.0
WBGene00006971,zak-1,0.0,0.0,0.0,0.0,0.0
WBGene00044452,Y102E9.5,0.0,0.0,0.0,0.0,0.0
WBGene00021295,Y25C1A.8,0.0,0.0,0.0,0.0,0.0
WBGene00015200,lido-13,0.0,0.0,0.0,0.0,0.0
WBGene00022450,ubc-26,0.0,0.0,0.0,0.0,0.0
WBGene00005020,sqv-2,0.0,0.0,0.0,0.0,0.0
WBGene00017245,srpa-72,0.0,0.0,0.0,0.0,0.0
WBGene00020229,T05A8.3,0.0,0.0,0.0,0.0,0.0
WBGene00020227,T05A8.1,0.0,0.0,0.0,0.0,0.0
WBGene00271633,F27B3.9,0.0,0.0,0.0,0.0,0.0
WBGene00001489,frm-2,0.0,0.0,0.0,0.0,0.0
WBGene00017159,F01F1.2,0.0,0.0,0.0,0.0,0.0
WBGene00019631,K10D2.5,0.0,0.0,0.0,0.0,0.0
WBGene00007139,mnp-1,0.0,0.0,0.0,0.0,0.0
WBGene00007573,C14B1.2,0.0,0.0,0.0,0.0,0.0
WBGene00004926,snt-6,0.0,0.0,0.0,0.0,0.0
WBGene00003599,nhl-3,0.0,0.0,0.0,0.0,0.0
WBGene00268208,W08F4.21,0.0,0.0,0.0,0.0,0.0
WBGene00017280,usp-39,0.0,0.0,0.0,0.0,0.0
WBGene00018769,mnat-1,0.0,0.0,0.0,0.0,0.0
WBGene00006647,tsr-1,0.0,0.0,0.0,0.0,0.0
WBGene00016342,C33C12.10,0.0,0.0,0.0,0.0,0.0
WBGene00017210,F07E5.5,0.0,0.0,0.0,0.0,0.0
WBGene00022554,duxl-1,0.0,0.0,0.0,0.0,0.0
WBGene00019207,fgt-1,0.0,0.0,0.0,0.0,0.0
WBGene00019209,emc-1,0.0,0.0,0.0,0.0,0.0
WBGene00008040,ttr-5,0.0,0.0,0.0,0.0,0.0
WBGene00022721,ugtp-1,0.0,0.0,0.0,0.0,0.0
WBGene00022862,ZK1236.1,0.0,0.0,0.0,0.0,0.0
WBGene00015591,cyk-7,0.0,0.0,0.0,0.0,0.0
WBGene00000395,cdh-3,0.0,0.0,0.0,0.0,0.0
WBGene00020796,mrpl-28,0.0,0.0,0.0,0.0,0.0
WBGene00016805,C50D2.1,0.0,0.0,0.0,0.0,0.0
WBGene00016812,C50D2.9,0.0,0.0,0.0,0.0,0.0
WBGene00001193,egl-26,0.0,0.0,0.0,0.0,0.0
WBGene00016020,sptl-1,0.0,0.0,0.0,0.0,0.0
WBGene00017749,rpoa-49,0.0,0.0,0.0,0.0,0.0
WBGene00007682,C18D11.6,0.0,0.0,0.0,0.0,0.0
WBGene00012755,Y41C4A.8,0.0,0.0,0.0,0.0,0.0
WBGene00006683,twk-31,0.0,0.0,0.0,0.0,0.0
WBGene00012922,Y47D3A.1,0.0,0.0,0.0,0.0,0.0
WBGene00012361,mrpl-12,0.0,0.0,0.0,0.0,0.0
WBGene00012864,Y45F3A.9,0.0,0.0,0.0,0.0,0.0
WBGene00043994,C07A9.12,0.0,0.0,0.0,0.0,0.0
WBGene00001831,hcp-3,0.0,0.0,0.0,0.0,0.0
WBGene00015729,C13A10.2,0.0,0.0,0.0,0.0,0.0
WBGene00000106,alg-2,0.0,0.0,0.0,0.0,0.0
WBGene00001723,grl-14,0.0,0.0,0.0,0.0,0.0
WBGene00012850,Y44A6C.1,0.0,0.0,0.0,0.0,0.0
WBGene00077786,F53F8.7,0.0,0.0,0.0,0.0,0.0
WBGene00009172,F26F2.7,0.0,0.0,0.0,0.0,0.0
WBGene00009170,F26F2.5,0.0,0.0,0.0,0.0,0.0
WBGene00009168,F26F2.3,0.0,0.0,0.0,0.0,0.0
WBGene00012620,Y38H6C.7,0.0,0.0,0.0,0.0,0.0
WBGene00018735,F53B1.2,0.0,0.0,0.0,0.0,0.0
WBGene00022413,Y102A11A.3,0.0,0.0,0.0,0.0,0.0
WBGene00016874,C52B11.5,0.0,0.0,0.0,0.0,0.0
WBGene00020218,T04G9.7,0.0,0.0,0.0,0.0,0.0
WBGene00044228,T03F6.7,0.0,0.0,0.0,0.0,0.0
WBGene00013727,Y111B2A.1,0.0,0.0,0.0,0.0,0.0
WBGene00013040,Y49E10.21,0.0,0.0,0.0,0.0,0.0
WBGene00000778,cpn-2,0.0,0.0,0.0,0.0,0.0
WBGene00019284,K01A2.10,0.0,0.0,0.0,0.0,0.0
WBGene00015667,C10A4.6,0.0,0.0,0.0,0.0,0.0
WBGene00018522,F46H5.7,0.0,0.0,0.0,0.0,0.0
WBGene00003710,nhr-120,0.0,0.0,0.0,0.0,0.0
WBGene00001619,glr-8,0.0,0.0,0.0,0.0,0.0
WBGene00019622,K10C2.7,0.0,0.0,0.0,0.0,0.0
WBGene00020420,T10E10.3,0.0,0.0,0.0,0.0,0.0
WBGene00015782,C14F11.7,0.0,0.0,0.0,0.0,0.0
WBGene00001175,egl-6,0.0,0.0,0.0,0.0,0.0
WBGene00016570,gnrr-4,0.0,0.0,0.0,0.0,0.0
WBGene00015496,C05E11.7,0.0,0.0,0.0,0.0,0.0
WBGene00015495,C05E11.6,0.0,0.0,0.0,0.0,0.0
WBGene00006431,tag-52,0.0,0.0,0.0,0.0,0.0
WBGene00020012,R11G1.6,0.0,0.0,0.0,0.0,0.0
WBGene00018715,F52H2.3,0.0,0.0,0.0,0.0,0.0
WBGene00001551,gcy-31,0.0,0.0,0.0,0.0,0.0
WBGene00003830,num-1,0.0,0.0,0.0,0.0,0.0
WBGene00013482,Y69H2.7,0.0,0.0,0.0,0.0,0.0
WBGene00013489,col-42,0.0,0.0,0.0,0.0,0.0
WBGene00013081,Y51A2D.14,0.0,0.0,0.0,0.0,0.0
WBGene00013350,slr-2,0.0,0.0,0.0,0.0,0.0
WBGene00050927,B0250.12,0.0,0.0,0.0,0.0,0.0
WBGene00001406,fce-2,0.0,0.0,0.0,0.0,0.0
WBGene00010006,F53H2.3,0.0,0.0,0.0,0.0,0.0
WBGene00004203,swsn-1,0.0,0.0,0.0,0.0,0.0
WBGene00000940,dcs-1,0.0,0.0,0.0,0.0,0.0
WBGene00001485,fre-1,0.0,0.0,0.0,0.0,0.0
WBGene00000987,dhs-24,0.0,0.0,0.0,0.0,0.0
WBGene00013361,fars-2,0.0,0.0,0.0,0.0,0.0
WBGene00015921,C17H11.1,0.0,0.0,0.0,0.0,0.0
WBGene00019490,K07E3.1,0.0,0.0,0.0,0.0,0.0
WBGene00006063,sto-1,0.0,0.0,0.0,0.0,0.0
WBGene00015666,gad-2,0.0,0.0,0.0,0.0,0.0
WBGene00009677,F44A6.5,0.0,0.0,0.0,0.0,0.0
WBGene00013872,ZC374.2,0.0,0.0,0.0,0.0,0.0
WBGene00013343,prp-6,0.0,0.0,0.0,0.0,0.0
WBGene00013356,Y59A8B.24,0.0,0.0,0.0,0.0,0.0
WBGene00077486,sls-1.9,0.0,0.0,0.0,0.0,0.0
WBGene00014622,sls-1.10,0.0,0.0,0.0,0.0,0.0
WBGene00220239,ZK218.23,0.0,0.0,0.0,0.0,0.0
WBGene00011642,T09B9.1,0.0,0.0,0.0,0.0,0.0
WBGene00001863,him-4,0.0,0.0,0.0,0.0,0.0
WBGene00007408,C07B5.3,0.0,0.0,0.0,0.0,0.0
WBGene00007130,B0272.4,0.0,0.0,0.0,0.0,0.0
WBGene00044743,crb-3,0.0,0.0,0.0,0.0,0.0
WBGene00044780,F18E9.8,0.0,0.0,0.0,0.0,0.0
WBGene00012665,pph-5,0.0,0.0,0.0,0.0,0.0
WBGene00006567,tgt-2,0.0,0.0,0.0,0.0,0.0
WBGene00012701,Y39B6A.43,0.0,0.0,0.0,0.0,0.0
WBGene00044284,spp-21,0.0,0.0,0.0,0.0,0.0
WBGene00009842,igeg-2,0.0,0.0,0.0,0.0,0.0
WBGene00011687,cwc-15,0.0,0.0,0.0,0.0,0.0
WBGene00012056,nhr-285,0.0,0.0,0.0,0.0,0.0
WBGene00012398,Y6E2A.4,0.0,0.0,0.0,0.0,0.0
WBGene00009978,F53E4.1,0.0,0.0,0.0,0.0,0.0
WBGene00008992,F21A3.2,0.0,0.0,0.0,0.0,0.0
WBGene00013569,bath-36,0.0,0.0,0.0,0.0,0.0
WBGene00010685,aipl-1,0.0,0.0,0.0,0.0,0.0
WBGene00004308,rap-2,0.0,0.0,0.0,0.0,0.0
WBGene00001184,egl-15,0.0,0.0,0.0,0.0,0.0
WBGene00009814,F47B10.3,0.0,0.0,0.0,0.0,0.0
WBGene00000525,clc-4,0.0,0.0,0.0,0.0,0.0
WBGene00008748,yap-1,0.0,0.0,0.0,0.0,0.0
WBGene00008805,git-1,0.0,0.0,0.0,0.0,0.0
WBGene00009622,F41E7.6,0.0,0.0,0.0,0.0,0.0
WBGene00001816,haf-6,0.0,0.0,0.0,0.0,0.0
WBGene00018787,cutl-20,0.0,0.0,0.0,0.0,0.0
WBGene00016345,C33E10.1,0.0,0.0,0.0,0.0,0.0
WBGene00011226,slc-25A21,0.0,0.0,0.0,0.0,0.0
WBGene00010332,F59D12.5,0.0,0.0,0.0,0.0,0.0
WBGene00007349,C05G5.3,0.0,0.0,0.0,0.0,0.0
WBGene00010835,M03B6.3,0.0,0.0,0.0,0.0,0.0
WBGene00007287,gck-4,0.0,0.0,0.0,0.0,0.0
WBGene00004238,ptr-24,0.0,0.0,0.0,0.0,0.0
WBGene00199651,F09D5.7,0.0,0.0,0.0,0.0,0.0
WBGene00007345,C05E7.3,0.0,0.0,0.0,0.0,0.0
WBGene00011938,alh-13,0.0,0.0,0.0,0.0,0.0
WBGene00011937,ilc-17.1,0.0,0.0,0.0,0.0,0.0
WBGene00011565,nhr-272,0.0,0.0,0.0,0.0,0.0
WBGene00011566,nhr-214,0.0,0.0,0.0,0.0,0.0
WBGene00044132,C23H4.8,0.0,0.0,0.0,0.0,0.0
WBGene00015693,ugt-28,0.0,0.0,0.0,0.0,0.0
WBGene00022830,ZK973.1,0.0,0.0,0.0,0.0,0.0
WBGene00007001,tufm-2,0.0,0.0,0.0,0.0,0.0
WBGene00020466,sld-2,0.0,0.0,0.0,0.0,0.0
WBGene00008832,obr-2,0.0,0.0,0.0,0.0,0.0
WBGene00011319,T01C3.2,0.0,0.0,0.0,0.0,0.0
WBGene00220235,ZC412.15,0.0,0.0,0.0,0.0,0.0
WBGene00044180,C47E8.11,0.0,0.0,0.0,0.0,0.0
WBGene00004060,pmp-3,0.0,0.0,0.0,0.0,0.0
WBGene00004337,rfc-1,0.0,0.0,0.0,0.0,0.0
WBGene00011253,R11H6.5,0.0,0.0,0.0,0.0,0.0
WBGene00003982,pes-9,0.0,0.0,0.0,0.0,0.0
WBGene00008263,C53A5.2,0.0,0.0,0.0,0.0,0.0
WBGene00050937,R02D5.8,0.0,0.0,0.0,0.0,0.0
WBGene00008592,F08H9.4,0.0,0.0,0.0,0.0,0.0
WBGene00020902,jmjc-1,0.0,0.0,0.0,0.0,0.0
WBGene00000233,avr-15,0.0,0.0,0.0,0.0,0.0
WBGene00011696,eea-1,0.0,0.0,0.0,0.0,0.0
WBGene00009138,F25H9.6,0.0,0.0,0.0,0.0,0.0
WBGene00010143,F56A12.2,0.0,0.0,0.0,0.0,0.0
WBGene00009803,F47B8.2,0.0,0.0,0.0,0.0,0.0
WBGene00010511,sre-7,0.0,0.0,0.0,0.0,0.0
WBGene00006613,trm-1,0.0,0.0,0.0,0.0,0.0
WBGene00013876,ceh-74,0.0,0.0,0.0,0.0,0.0
WBGene00007085,AH10.4,0.0,0.0,0.0,0.0,0.0
WBGene00010259,ric-7,0.0,0.0,0.0,0.0,0.0
WBGene00011930,T22G5.3,0.0,0.0,0.0,0.0,0.0
WBGene00008628,ttr-21,0.0,0.0,0.0,0.0,0.0
WBGene00016749,C48E7.1,0.0,0.0,0.0,0.0,0.0
WBGene00000099,air-2,0.0,0.0,0.0,0.0,0.0
WBGene00000150,apm-1,0.0,0.0,0.0,0.0,0.0
WBGene00015313,hpo-32,0.0,0.0,0.0,0.0,0.0
WBGene00010137,ztf-26,0.0,0.0,0.0,0.0,0.0
WBGene00001651,gon-2,0.0,0.0,0.0,0.0,0.0
WBGene00003719,nhr-129,0.0,0.0,0.0,0.0,0.0
WBGene00010188,F57B1.5,0.0,0.0,0.0,0.0,0.0
WBGene00000732,col-159,0.0,0.0,0.0,0.0,0.0
WBGene00008851,F15B9.8,0.0,0.0,0.0,0.0,0.0
WBGene00011309,R186.8,0.0,0.0,0.0,0.0,0.0
WBGene00011920,T22C1.11,0.0,0.0,0.0,0.0,0.0
WBGene00014746,F27D4.3,0.0,0.0,0.0,0.0,0.0
WBGene00007599,C15A11.7,0.0,0.0,0.0,0.0,0.0
WBGene00001949,hlh-2,0.0,0.0,0.0,0.0,0.0
WBGene00001075,dpy-14,0.0,0.0,0.0,0.0,0.0
WBGene00009976,swan-2,0.0,0.0,0.0,0.0,0.0
WBGene00023419,F53F4.16,0.0,0.0,0.0,0.0,0.0
WBGene00008345,C56A3.6,0.0,0.0,0.0,0.0,0.0
WBGene00008341,ttr-44,0.0,0.0,0.0,0.0,0.0
WBGene00045474,C49G9.2,0.0,0.0,0.0,0.0,0.0
WBGene00010736,istr-1,0.0,0.0,0.0,0.0,0.0
WBGene00013853,ZC116.1,0.0,0.0,0.0,0.0,0.0
WBGene00007589,erg-28,0.0,0.0,0.0,0.0,0.0
WBGene00007588,C14C10.5,0.0,0.0,0.0,0.0,0.0
WBGene00009722,F45D3.2,0.0,0.0,0.0,0.0,0.0
WBGene00012243,W04D2.4,0.0,0.0,0.0,0.0,0.0
WBGene00006669,twk-14,0.0,0.0,0.0,0.0,0.0
WBGene00014916,fbxa-124,0.0,0.0,0.0,0.0,0.0
WBGene00005523,sri-11,0.0,0.0,0.0,0.0,0.0
WBGene00016457,C35E7.5,0.0,0.0,0.0,0.0,0.0
WBGene00016392,sdha-2,0.0,0.0,0.0,0.0,0.0
WBGene00000430,ceh-5,0.0,0.0,0.0,0.0,0.0
WBGene00011494,T05F1.9,0.0,0.0,0.0,0.0,0.0
WBGene00007986,C36F7.5,0.0,0.0,0.0,0.0,0.0
WBGene00044008,gip-2,0.0,0.0,0.0,0.0,0.0
WBGene00011017,R04F11.5,0.0,0.0,0.0,0.0,0.0
WBGene00010094,tsfm-1,0.0,0.0,0.0,0.0,0.0
WBGene00011451,T04H1.5,0.0,0.0,0.0,0.0,0.0
WBGene00014122,ZK863.1,0.0,0.0,0.0,0.0,0.0
WBGene00000533,clh-6,0.0,0.0,0.0,0.0,0.0
WBGene00011087,R07B7.2,0.0,0.0,0.0,0.0,0.0
WBGene00000073,add-2,0.0,0.0,0.0,0.0,0.0
WBGene00014291,C52E4.8,0.0,0.0,0.0,0.0,0.0
WBGene00019978,hacd-1,0.0,0.0,0.0,0.0,0.0
WBGene00219734,linc-128,0.0,0.0,0.0,0.0,0.0
WBGene00022755,nhr-250,0.0,0.0,0.0,0.0,0.0
WBGene00003645,nhr-55,0.0,0.0,0.0,0.0,0.0
WBGene00021981,lgc-26,0.0,0.0,0.0,0.0,0.0
WBGene00014964,Y105E8B.10,0.0,0.0,0.0,0.0,0.0
WBGene00013512,nhr-276,0.0,0.0,0.0,0.0,0.0
WBGene00194657,T07D10.10,0.0,0.0,0.0,0.0,0.0
WBGene00004947,sos-1,0.0,0.0,0.0,0.0,0.0
WBGene00010790,sodh-1,0.0,0.0,0.0,0.0,0.0
WBGene00008407,D2023.3,0.0,0.0,0.0,0.0,0.0
WBGene00004768,sel-11,0.0,0.0,0.0,0.0,0.0
WBGene00011436,T04F3.1,0.0,0.0,0.0,0.0,0.0
WBGene00000146,ape-1,0.0,0.0,0.0,0.0,0.0
WBGene00009534,F38B7.3,0.0,0.0,0.0,0.0,0.0
WBGene00005407,srh-194,0.0,0.0,0.0,0.0,0.0
WBGene00016785,C49G7.7,0.0,0.0,0.0,0.0,0.0
WBGene00015905,C17E7.12,0.0,0.0,0.0,0.0,0.0
WBGene00015902,nhr-159,0.0,0.0,0.0,0.0,0.0
WBGene00018542,nhr-187,0.0,0.0,0.0,0.0,0.0
WBGene00044131,Y45G12C.16,0.0,0.0,0.0,0.0,0.0
WBGene00021163,nhr-275,0.0,0.0,0.0,0.0,0.0
WBGene00021168,cyp-33C12,0.0,0.0,0.0,0.0,0.0
WBGene00006205,str-160,0.0,0.0,0.0,0.0,0.0
WBGene00016367,nhr-162,0.0,0.0,0.0,0.0,0.0
WBGene00016368,nhr-163,0.0,0.0,0.0,0.0,0.0
WBGene00022606,dmsr-9,0.0,0.0,0.0,0.0,0.0
WBGene00011382,dop-5,0.0,0.0,0.0,0.0,0.0
WBGene00044203,T02E9.6,0.0,0.0,0.0,0.0,0.0
WBGene00007387,jmjd-5,0.0,0.0,0.0,0.0,0.0
WBGene00002985,lig-1,0.0,0.0,0.0,0.0,0.0
WBGene00004083,pph-1,0.0,0.0,0.0,0.0,0.0
WBGene00009256,tut-2,0.0,0.0,0.0,0.0,0.0
WBGene00022624,ZC487.2,0.0,0.0,0.0,0.0,0.0
WBGene00005187,srg-30,0.0,0.0,0.0,0.0,0.0
WBGene00020424,T10H9.1,0.0,0.0,0.0,0.0,0.0
WBGene00020911,cpt-6,0.0,0.0,0.0,0.0,0.0
WBGene00018430,nhr-142,0.0,0.0,0.0,0.0,0.0
WBGene00017765,gcst-1,0.0,0.0,0.0,0.0,0.0
WBGene00021732,Y49G5B.1,0.0,0.0,0.0,0.0,0.0
WBGene00005894,srx-3,0.0,0.0,0.0,0.0,0.0
WBGene00022550,droe-8,0.0,0.0,0.0,0.0,0.0
WBGene00018293,F41E6.12,0.0,0.0,0.0,0.0,0.0
WBGene00018284,F41E6.1,0.0,0.0,0.0,0.0,0.0
WBGene00004078,pos-1,0.0,0.0,0.0,0.0,0.0
WBGene00010418,H27A22.1,0.0,0.0,0.0,0.0,0.0
WBGene00006934,vps-54,0.0,0.0,0.0,0.0,0.0
WBGene00007953,hda-11,0.0,0.0,0.0,0.0,0.0
WBGene00007952,C35A5.8,0.0,0.0,0.0,0.0,0.0
WBGene00199558,F22E12.10,0.0,0.0,0.0,0.0,0.0
WBGene00001646,gna-1,0.0,0.0,0.0,0.0,0.0
WBGene00007099,trx-2,0.0,0.0,0.0,0.0,0.0
WBGene00000722,col-149,0.0,0.0,0.0,0.0,0.0
WBGene00018698,vha-18,0.0,0.0,0.0,0.0,0.0
WBGene00016928,srb-19,0.0,0.0,0.0,0.0,0.0
WBGene00016925,srb-18,0.0,0.0,0.0,0.0,0.0
WBGene00005530,sri-18,0.0,0.0,0.0,0.0,0.0
WBGene00044175,fipr-9,0.0,0.0,0.0,0.0,0.0
WBGene00014112,ZK856.11,0.0,0.0,0.0,0.0,0.0
WBGene00014107,ZK856.6,0.0,0.0,0.0,0.0,0.0
WBGene00008252,C51E3.6,0.0,0.0,0.0,0.0,0.0
WBGene00010178,yif-1,0.0,0.0,0.0,0.0,0.0
WBGene00004323,rde-1,0.0,0.0,0.0,0.0,0.0
WBGene00202511,F07C3.16,0.0,0.0,0.0,0.0,0.0
WBGene00017197,F07C3.9,0.0,0.0,0.0,0.0,0.0
WBGene00017652,F21C10.1,0.0,0.0,0.0,0.0,0.0
WBGene00017660,F21C10.11,0.0,0.0,0.0,0.0,0.0
WBGene00002019,hsp-16.48,0.0,0.0,0.0,0.0,0.0
WBGene00016096,C25E10.7,0.0,0.0,0.0,0.0,0.0
WBGene00016091,nhr-30,0.0,0.0,0.0,0.0,0.0
WBGene00016092,cyp-33B1,0.0,0.0,0.0,0.0,0.0
WBGene00044617,bus-1,0.0,0.0,0.0,0.0,0.0
WBGene00050945,C45B11.7,0.0,0.0,0.0,0.0,0.0
WBGene00077500,C27H6.9,0.0,0.0,0.0,0.0,0.0
WBGene00007784,ruvb-1,0.0,0.0,0.0,0.0,0.0
WBGene00011571,ttr-46,0.0,0.0,0.0,0.0,0.0
WBGene00001211,egl-47,0.0,0.0,0.0,0.0,0.0
WBGene00009770,F46B6.5,0.0,0.0,0.0,0.0,0.0
WBGene00000172,aqp-4,0.0,0.0,0.0,0.0,0.0
WBGene00013966,ztf-9,0.0,0.0,0.0,0.0,0.0
WBGene00000226,atl-1,0.0,0.0,0.0,0.0,0.0
WBGene00044011,T06E4.12,0.0,0.0,0.0,0.0,0.0
WBGene00009100,rgef-1,0.0,0.0,0.0,0.0,0.0
WBGene00009241,F28H7.8,0.0,0.0,0.0,0.0,0.0
WBGene00195157,C12D8.21,0.0,0.0,0.0,0.0,0.0
WBGene00014114,tftc-3,0.0,0.0,0.0,0.0,0.0
WBGene00005692,sru-29,0.0,0.0,0.0,0.0,0.0
WBGene00001449,flp-6,0.0,0.0,0.0,0.0,0.0
WBGene00020718,mrps-2,0.0,0.0,0.0,0.0,0.0
WBGene00008237,nstp-10,0.0,0.0,0.0,0.0,0.0
WBGene00008236,C50F4.12,0.0,0.0,0.0,0.0,0.0
WBGene00010593,gsnl-1,0.0,0.0,0.0,0.0,0.0
WBGene00006623,try-5,0.0,0.0,0.0,0.0,0.0
WBGene00235316,B0222.15,0.0,0.0,0.0,0.0,0.0
