Source,Target,Type,SynapseCount,SourceFile,Relatedness
RIAR,RMDR,chemical,26,witvliet_2020_8.xlsx,17.0
RIAR,RMDVL,chemical,22,witvliet_2020_8.xlsx,13.0
RIAR,RMDVR,chemical,27,witvliet_2020_8.xlsx,15.0
RIAR,RMFR,chemical,1,witvliet_2020_8.xlsx,18.0
RIAR,SIADL,chemical,2,witvliet_2020_8.xlsx,17.0
RIAR,SIADR,chemical,12,witvliet_2020_8.xlsx,17.0
RIAR,SIAVL,chemical,10,witvliet_2020_8.xlsx,17.0
RIAR,SMDDL,chemical,20,witvliet_2020_8.xlsx,17.0
RIAR,SMDDR,chemical,25,witvliet_2020_8.xlsx,17.0
RIAR,SMDVL,chemical,22,witvliet_2020_8.xlsx,13.0
RIAR,SMDVR,chemical,15,witvliet_2020_8.xlsx,15.0
RIBL,AIBR,chemical,8,witvliet_2020_8.xlsx,15.0
RIBL,AIZL,chemical,1,witvliet_2020_8.xlsx,14.0
RIBL,AUAL,chemical,2,witvliet_2020_8.xlsx,18.0
RIBL,AVAL,chemical,2,witvliet_2020_8.xlsx,17.0
RIBL,AVAR,chemical,2,witvliet_2020_8.xlsx,17.0
RIBL,AVEL,chemical,6,witvliet_2020_8.xlsx,17.0
RIBL,AVER,chemical,10,witvliet_2020_8.xlsx,15.0
RIBL,BAGR,chemical,7,witvliet_2020_8.xlsx,17.0
RIBL,CEPDL,chemical,1,witvliet_2020_8.xlsx,14.0
RIBL,CEPVL,chemical,1,witvliet_2020_8.xlsx,4.0
RIBL,DVA,chemical,1,witvliet_2020_8.xlsx,15.0
RIBL,OLLL,chemical,1,witvliet_2020_8.xlsx,18.0
RIBL,RIAL,chemical,4,witvliet_2020_8.xlsx,17.0
RIBL,RIBR,electrical,3,witvliet_2020_8.xlsx,15.0
RIBL,RIGL,chemical,1,witvliet_2020_8.xlsx,11.0
RIBL,RIGL,electrical,3,witvliet_2020_8.xlsx,11.0
RIBL,RIS,chemical,3,witvliet_2020_8.xlsx,15.0
RIBL,RIVL,electrical,1,witvliet_2020_8.xlsx,5.0
RIBL,RMDR,chemical,1,witvliet_2020_8.xlsx,15.0
RIBL,RMDR,electrical,2,witvliet_2020_8.xlsx,15.0
RIBL,SIADL,electrical,1,witvliet_2020_8.xlsx,9.0
RIBL,SIADR,electrical,1,witvliet_2020_8.xlsx,15.0
RIBL,SIAVL,electrical,1,witvliet_2020_8.xlsx,9.0
RIBL,SIBDL,electrical,1,witvliet_2020_8.xlsx,11.0
RIBL,SIBVL,electrical,3,witvliet_2020_8.xlsx,9.0
RIBL,SIBVR,electrical,1,witvliet_2020_8.xlsx,15.0
RIBL,SMDDR,chemical,1,witvliet_2020_8.xlsx,15.0
RIBL,SMDVL,electrical,1,witvliet_2020_8.xlsx,17.0
RIBL,SMDVR,chemical,2,witvliet_2020_8.xlsx,17.0
RIBL,URYDL,chemical,1,witvliet_2020_8.xlsx,17.0
RIBL,URYVL,chemical,1,witvliet_2020_8.xlsx,7.0
RIBR,AIBL,chemical,2,witvliet_2020_8.xlsx,15.0
RIBR,AUAR,chemical,1,witvliet_2020_8.xlsx,14.0
RIBR,AVAR,chemical,2,witvliet_2020_8.xlsx,17.0
RIBR,AVEL,chemical,10,witvliet_2020_8.xlsx,17.0
RIBR,AVER,chemical,3,witvliet_2020_8.xlsx,13.0
RIBR,AWBR,chemical,1,witvliet_2020_8.xlsx,13.0
RIBR,BAGL,chemical,9,witvliet_2020_8.xlsx,17.0
RIBR,RIAR,chemical,4,witvliet_2020_8.xlsx,17.0
RIBR,RIBR,electrical,1,witvliet_2020_8.xlsx,
RIBR,RIGR,chemical,2,witvliet_2020_8.xlsx,11.0
RIBR,RIGR,electrical,1,witvliet_2020_8.xlsx,11.0
RIBR,RIH,chemical,1,witvliet_2020_8.xlsx,9.0
RIBR,RIS,chemical,2,witvliet_2020_8.xlsx,9.0
RIBR,RMDL,chemical,2,witvliet_2020_8.xlsx,17.0
RIBR,RMDL,electrical,1,witvliet_2020_8.xlsx,17.0
RIBR,RMFL,chemical,1,witvliet_2020_8.xlsx,16.0
RIBR,RMFR,chemical,1,witvliet_2020_8.xlsx,16.0
RIBR,SIBDR,electrical,2,witvliet_2020_8.xlsx,11.0
RIBR,SIBVL,electrical,1,witvliet_2020_8.xlsx,15.0
RIBR,SIBVR,electrical,1,witvliet_2020_8.xlsx,9.0
RIBR,SMDDL,chemical,1,witvliet_2020_8.xlsx,15.0
RIBR,SMDDL,electrical,1,witvliet_2020_8.xlsx,15.0
RIBR,SMDDR,chemical,1,witvliet_2020_8.xlsx,9.0
RIBR,SMDVL,chemical,2,witvliet_2020_8.xlsx,17.0
RIBR,SMDVL,electrical,1,witvliet_2020_8.xlsx,17.0
RIBR,URYDR,chemical,1,witvliet_2020_8.xlsx,17.0
RIBR,URYVR,chemical,2,witvliet_2020_8.xlsx,7.0
RICL,ADAL,chemical,1,witvliet_2020_8.xlsx,15.0
RICL,ADAR,chemical,1,witvliet_2020_8.xlsx,17.0
RICL,AIBR,chemical,4,witvliet_2020_8.xlsx,16.0
RICL,AVAL,chemical,13,witvliet_2020_8.xlsx,18.0
RICL,AVAR,chemical,8,witvliet_2020_8.xlsx,18.0
RICL,CEPDL,chemical,1,witvliet_2020_8.xlsx,15.0
RICL,CEPVL,chemical,1,witvliet_2020_8.xlsx,13.0
RICL,RICR,chemical,2,witvliet_2020_8.xlsx,17.0
RICL,RIML,chemical,4,witvliet_2020_8.xlsx,6.0
RICL,RIMR,chemical,1,witvliet_2020_8.xlsx,16.0
RICL,RIVL,chemical,1,witvliet_2020_8.xlsx,12.0
RICL,RIVR,chemical,1,witvliet_2020_8.xlsx,16.0
RICL,RMHR,chemical,1,witvliet_2020_8.xlsx,17.0
RICL,SAADL,chemical,1,witvliet_2020_8.xlsx,18.0
RICL,SMBDR,chemical,3,witvliet_2020_8.xlsx,19.0
RICL,SMDDL,chemical,4,witvliet_2020_8.xlsx,12.0
RICL,SMDDR,chemical,8,witvliet_2020_8.xlsx,16.0
RICL,SMDDR,electrical,1,witvliet_2020_8.xlsx,16.0
RICL,SMDVR,chemical,2,witvliet_2020_8.xlsx,18.0
RICL,URBL,chemical,1,witvliet_2020_8.xlsx,14.0
RICL,URXR,chemical,1,witvliet_2020_8.xlsx,19.0
RICR,ADAL,chemical,1,witvliet_2020_8.xlsx,17.0
RICR,ADAR,chemical,2,witvliet_2020_8.xlsx,15.0
RICR,AVAL,chemical,3,witvliet_2020_8.xlsx,18.0
RICR,AVAR,chemical,9,witvliet_2020_8.xlsx,18.0
RICR,CEPVL,chemical,1,witvliet_2020_8.xlsx,17.0
RICR,CEPVR,chemical,1,witvliet_2020_8.xlsx,13.0
RICR,RICL,chemical,3,witvliet_2020_8.xlsx,17.0
RICR,RIMR,chemical,2,witvliet_2020_8.xlsx,6.0
RICR,RIS,chemical,1,witvliet_2020_8.xlsx,12.0
RICR,RIVL,chemical,1,witvliet_2020_8.xlsx,16.0
RICR,RIVR,chemical,1,witvliet_2020_8.xlsx,12.0
RICR,RMHL,chemical,1,witvliet_2020_8.xlsx,13.0
RICR,RMHR,chemical,1,witvliet_2020_8.xlsx,13.0
RICR,SAADR,chemical,1,witvliet_2020_8.xlsx,18.0
RICR,SMBDR,chemical,2,witvliet_2020_8.xlsx,19.0
RICR,SMDDL,chemical,6,witvliet_2020_8.xlsx,16.0
RICR,SMDVL,chemical,2,witvliet_2020_8.xlsx,18.0
RICR,SMDVR,chemical,1,witvliet_2020_8.xlsx,18.0
RICR,URBL,chemical,1,witvliet_2020_8.xlsx,16.0
RIFL,ADAL,chemical,1,witvliet_2020_8.xlsx,15.0
RIFL,ALML,chemical,2,witvliet_2020_8.xlsx,18.0
RIFL,ASHL,chemical,1,witvliet_2020_8.xlsx,12.0
RIFL,AVBL,chemical,13,witvliet_2020_8.xlsx,12.0
RIFL,AVBR,chemical,1,witvliet_2020_8.xlsx,16.0
RIFL,AVEL,chemical,1,witvliet_2020_8.xlsx,18.0
RIFL,AVHL,chemical,2,witvliet_2020_8.xlsx,18.0
RIFL,AVHR,chemical,1,witvliet_2020_8.xlsx,18.0
RIFL,AVJL,chemical,2,witvliet_2020_8.xlsx,18.0
RIFL,AVJR,chemical,3,witvliet_2020_8.xlsx,18.0
RIFL,BDUL,chemical,1,witvliet_2020_8.xlsx,18.0
RIFL,PVPL,chemical,5,witvliet_2020_8.xlsx,10.0
RIFL,RIML,chemical,3,witvliet_2020_8.xlsx,8.0
RIFL,URXL,chemical,1,witvliet_2020_8.xlsx,15.0
RIFR,ADAR,chemical,1,witvliet_2020_8.xlsx,15.0
RIFR,AVBR,chemical,17,witvliet_2020_8.xlsx,12.0
RIFR,AVFR,chemical,1,witvliet_2020_8.xlsx,17.0
RIFR,AVHL,chemical,2,witvliet_2020_8.xlsx,18.0
RIFR,AVHR,chemical,2,witvliet_2020_8.xlsx,18.0
RIFR,BDUR,chemical,1,witvliet_2020_8.xlsx,18.0
RIFR,HSNL,chemical,1,witvliet_2020_8.xlsx,17.0
RIFR,HSNR,chemical,1,witvliet_2020_8.xlsx,15.0
RIFR,PVPR,chemical,4,witvliet_2020_8.xlsx,10.0
RIFR,RIMR,chemical,8,witvliet_2020_8.xlsx,8.0
RIGL,AIBR,chemical,4,witvliet_2020_8.xlsx,15.0
RIGL,AIZL,chemical,8,witvliet_2020_8.xlsx,14.0
RIGL,AIZR,chemical,1,witvliet_2020_8.xlsx,16.0
RIGL,AVEL,chemical,8,witvliet_2020_8.xlsx,17.0
RIGL,AVER,chemical,3,witvliet_2020_8.xlsx,15.0
RIGL,AVKR,chemical,3,witvliet_2020_8.xlsx,15.0
RIGL,BAGR,chemical,7,witvliet_2020_8.xlsx,17.0
RIGL,DVC,chemical,2,witvliet_2020_8.xlsx,17.0
RIGL,OLQVL,chemical,1,witvliet_2020_8.xlsx,12.0
RIGL,PLNL,chemical,1,witvliet_2020_8.xlsx,17.0
RIGL,PVT,chemical,1,witvliet_2020_8.xlsx,11.0
RIGL,RIAL,chemical,6,witvliet_2020_8.xlsx,17.0
RIGL,RIBL,chemical,5,witvliet_2020_8.xlsx,11.0
RIGL,RIGL,electrical,1,witvliet_2020_8.xlsx,
RIGL,RIGR,electrical,2,witvliet_2020_8.xlsx,15.0
RIGL,RIR,chemical,2,witvliet_2020_8.xlsx,15.0
RIGL,RIVR,chemical,3,witvliet_2020_8.xlsx,15.0
RIGL,RMFL,chemical,5,witvliet_2020_8.xlsx,14.0
RIGL,RMHR,chemical,7,witvliet_2020_8.xlsx,16.0
RIGL,SAADL,chemical,1,witvliet_2020_8.xlsx,17.0
RIGL,URYDL,chemical,1,witvliet_2020_8.xlsx,17.0
RIGL,URYDL,electrical,1,witvliet_2020_8.xlsx,17.0
RIGL,URYVL,chemical,1,witvliet_2020_8.xlsx,11.0
RIGL,URYVL,electrical,1,witvliet_2020_8.xlsx,11.0
RIGR,ADFR,chemical,1,witvliet_2020_8.xlsx,13.0
RIGR,AIBL,chemical,4,witvliet_2020_8.xlsx,15.0
RIGR,AIZL,chemical,1,witvliet_2020_8.xlsx,16.0
RIGR,AIZR,chemical,9,witvliet_2020_8.xlsx,14.0
RIGR,ALNR,chemical,1,witvliet_2020_8.xlsx,15.0
RIGR,AVEL,chemical,1,witvliet_2020_8.xlsx,17.0
RIGR,AVER,chemical,7,witvliet_2020_8.xlsx,13.0
RIGR,AVKL,chemical,4,witvliet_2020_8.xlsx,15.0
RIGR,AVKR,chemical,1,witvliet_2020_8.xlsx,11.0
RIGR,BAGL,chemical,13,witvliet_2020_8.xlsx,17.0
RIGR,DVC,chemical,3,witvliet_2020_8.xlsx,17.0
RIGR,OLQVR,chemical,2,witvliet_2020_8.xlsx,12.0
RIGR,RIBR,chemical,5,witvliet_2020_8.xlsx,11.0
RIGR,RIR,chemical,1,witvliet_2020_8.xlsx,11.0
RIGR,RMFR,chemical,5,witvliet_2020_8.xlsx,16.0
RIGR,RMGR,chemical,1,witvliet_2020_8.xlsx,13.0
RIGR,RMHL,chemical,5,witvliet_2020_8.xlsx,12.0
RIGR,SAADR,chemical,1,witvliet_2020_8.xlsx,17.0
RIGR,URYDR,chemical,1,witvliet_2020_8.xlsx,17.0
RIGR,URYDR,electrical,1,witvliet_2020_8.xlsx,17.0
RIGR,URYVR,chemical,1,witvliet_2020_8.xlsx,11.0
RIGR,URYVR,electrical,1,witvliet_2020_8.xlsx,11.0
RIH,AIYR,chemical,1,witvliet_2020_8.xlsx,7.0
RIH,AIZL,chemical,8,witvliet_2020_8.xlsx,16.0
RIH,AIZR,chemical,5,witvliet_2020_8.xlsx,14.0
RIH,AUAL,chemical,2,witvliet_2020_8.xlsx,18.0
RIH,AVEL,chemical,1,witvliet_2020_8.xlsx,17.0
RIH,BAGL,chemical,1,witvliet_2020_8.xlsx,17.0
RIH,CEPDL,chemical,3,witvliet_2020_8.xlsx,16.0
RIH,CEPDR,chemical,2,witvliet_2020_8.xlsx,18.0
RIH,CEPshVL,chemical,1,witvliet_2020_8.xlsx,
RIH,CEPshVR,chemical,1,witvliet_2020_8.xlsx,
RIH,CEPVL,chemical,1,witvliet_2020_8.xlsx,16.0
RIH,CEPVR,chemical,5,witvliet_2020_8.xlsx,10.0
RIH,GLRDR,chemical,1,witvliet_2020_8.xlsx,
RIH,IL1VR,chemical,2,witvliet_2020_8.xlsx,18.0
RIH,IL2L,chemical,1,witvliet_2020_8.xlsx,17.0
RIH,IL2R,chemical,2,witvliet_2020_8.xlsx,17.0
RIH,OLQDL,chemical,6,witvliet_2020_8.xlsx,18.0
RIH,OLQDR,chemical,6,witvliet_2020_8.xlsx,18.0
RIH,OLQVL,chemical,4,witvliet_2020_8.xlsx,16.0
RIH,OLQVR,chemical,4,witvliet_2020_8.xlsx,10.0
RIH,RIAL,chemical,3,witvliet_2020_8.xlsx,17.0
RIH,RIAR,chemical,12,witvliet_2020_8.xlsx,17.0
RIH,RIBL,chemical,6,witvliet_2020_8.xlsx,15.0
RIH,RIBR,chemical,7,witvliet_2020_8.xlsx,9.0
RIH,RIGR,chemical,1,witvliet_2020_8.xlsx,11.0
RIH,RIPL,chemical,7,witvliet_2020_8.xlsx,17.0
RIH,RIPR,chemical,9,witvliet_2020_8.xlsx,13.0
RIH,RMEV,chemical,1,witvliet_2020_8.xlsx,15.0
RIH,URYVR,chemical,2,witvliet_2020_8.xlsx,9.0
RIML,ADAL,chemical,1,witvliet_2020_8.xlsx,14.0
RIML,AIBR,chemical,7,witvliet_2020_8.xlsx,15.0
RIML,AIZL,chemical,1,witvliet_2020_8.xlsx,14.0
RIML,AVBL,chemical,2,witvliet_2020_8.xlsx,11.0
RIML,AVBR,chemical,7,witvliet_2020_8.xlsx,15.0
RIML,AVEL,chemical,1,witvliet_2020_8.xlsx,17.0
RIML,AVJR,chemical,1,witvliet_2020_8.xlsx,17.0
RIML,AVKL,chemical,1,witvliet_2020_8.xlsx,11.0
RIML,AVKR,chemical,1,witvliet_2020_8.xlsx,15.0
RIML,BWM-DR04,chemical,4,witvliet_2020_8.xlsx,
RIML,BWM-DR06,chemical,1,witvliet_2020_8.xlsx,
RIML,BWM-VR04,chemical,1,witvliet_2020_8.xlsx,
RIML,BWM-VR06,chemical,1,witvliet_2020_8.xlsx,
RIML,RIBL,chemical,7,witvliet_2020_8.xlsx,11.0
RIML,RIBR,chemical,1,witvliet_2020_8.xlsx,15.0
RIML,RIS,chemical,2,witvliet_2020_8.xlsx,15.0
RIML,RMDL,chemical,5,witvliet_2020_8.xlsx,17.0
RIML,RMDR,chemical,7,witvliet_2020_8.xlsx,15.0
RIML,RMFL,chemical,3,witvliet_2020_8.xlsx,14.0
RIML,SAADL,chemical,2,witvliet_2020_8.xlsx,17.0
RIML,SAADR,chemical,4,witvliet_2020_8.xlsx,17.0
RIML,SAAVL,chemical,2,witvliet_2020_8.xlsx,11.0
RIML,SAAVR,chemical,6,witvliet_2020_8.xlsx,15.0
RIML,SIADL,chemical,1,witvliet_2020_8.xlsx,11.0
RIML,SIBDR,chemical,1,witvliet_2020_8.xlsx,15.0
RIML,SMDDL,chemical,10,witvliet_2020_8.xlsx,11.0
RIML,SMDDR,chemical,2,witvliet_2020_8.xlsx,15.0
RIML,SMDVL,chemical,5,witvliet_2020_8.xlsx,17.0
RIML,SMDVR,chemical,3,witvliet_2020_8.xlsx,17.0
RIMR,AIBL,chemical,10,witvliet_2020_8.xlsx,15.0
RIMR,AVAL,chemical,2,witvliet_2020_8.xlsx,17.0
RIMR,AVAR,chemical,1,witvliet_2020_8.xlsx,17.0
RIMR,AVBL,chemical,5,witvliet_2020_8.xlsx,15.0
RIMR,AVBR,chemical,1,witvliet_2020_8.xlsx,11.0
RIMR,AVKL,chemical,1,witvliet_2020_8.xlsx,15.0
RIMR,BWM-DL04,chemical,2,witvliet_2020_8.xlsx,
RIMR,BWM-DL06,chemical,1,witvliet_2020_8.xlsx,
RIMR,BWM-VL04,chemical,3,witvliet_2020_8.xlsx,
RIMR,BWM-VL06,chemical,2,witvliet_2020_8.xlsx,
RIMR,RIBL,chemical,3,witvliet_2020_8.xlsx,15.0
RIMR,RIBR,chemical,4,witvliet_2020_8.xlsx,11.0
RIMR,RIGR,chemical,1,witvliet_2020_8.xlsx,7.0
RIMR,RIML,chemical,1,witvliet_2020_8.xlsx,15.0
RIMR,RIS,chemical,1,witvliet_2020_8.xlsx,11.0
RIMR,RMDL,chemical,6,witvliet_2020_8.xlsx,17.0
RIMR,RMDR,chemical,3,witvliet_2020_8.xlsx,13.0
RIMR,RMFL,chemical,1,witvliet_2020_8.xlsx,16.0
RIMR,RMFR,chemical,4,witvliet_2020_8.xlsx,16.0
RIMR,SAADL,chemical,5,witvliet_2020_8.xlsx,17.0
RIMR,SAADR,chemical,2,witvliet_2020_8.xlsx,17.0
RIMR,SAAVL,chemical,5,witvliet_2020_8.xlsx,15.0
RIMR,SAAVR,chemical,6,witvliet_2020_8.xlsx,11.0
RIMR,SMDDL,chemical,5,witvliet_2020_8.xlsx,15.0
RIMR,SMDDR,chemical,6,witvliet_2020_8.xlsx,11.0
RIMR,SMDVL,chemical,2,witvliet_2020_8.xlsx,17.0
RIMR,SMDVR,chemical,6,witvliet_2020_8.xlsx,17.0
RIPL,RIPL,electrical,1,witvliet_2020_8.xlsx,
RIPR,RIPR,electrical,1,witvliet_2020_8.xlsx,
RIR,ADFL,chemical,1,witvliet_2020_8.xlsx,17.0
RIR,ADFR,chemical,2,witvliet_2020_8.xlsx,13.0
RIR,AIYL,chemical,2,witvliet_2020_8.xlsx,15.0
RIR,AIZL,chemical,10,witvliet_2020_8.xlsx,16.0
RIR,AIZR,chemical,11,witvliet_2020_8.xlsx,14.0
RIR,AQR,chemical,5,witvliet_2020_8.xlsx,15.0
RIR,AUAR,chemical,2,witvliet_2020_8.xlsx,14.0
RIR,AVEL,chemical,1,witvliet_2020_8.xlsx,17.0
RIR,AVER,chemical,1,witvliet_2020_8.xlsx,13.0
RIR,AVHL,chemical,1,witvliet_2020_8.xlsx,17.0
RIR,DVA,chemical,5,witvliet_2020_8.xlsx,11.0
RIR,PVPL,chemical,2,witvliet_2020_8.xlsx,15.0
RIR,PVPR,chemical,1,witvliet_2020_8.xlsx,11.0
RIR,RIAL,chemical,7,witvliet_2020_8.xlsx,17.0
RIR,RIAR,chemical,9,witvliet_2020_8.xlsx,17.0
RIR,RIGL,chemical,2,witvliet_2020_8.xlsx,15.0
RIR,RIGR,chemical,1,witvliet_2020_8.xlsx,11.0
RIR,SMBVL,chemical,2,witvliet_2020_8.xlsx,17.0
RIR,URXL,chemical,6,witvliet_2020_8.xlsx,16.0
RIR,URXR,chemical,8,witvliet_2020_8.xlsx,18.0
RIS,AIBL,chemical,1,witvliet_2020_8.xlsx,15.0
RIS,AVEL,chemical,10,witvliet_2020_8.xlsx,17.0
RIS,AVER,chemical,7,witvliet_2020_8.xlsx,13.0
RIS,AVKL,chemical,9,witvliet_2020_8.xlsx,15.0
RIS,AVKR,chemical,9,witvliet_2020_8.xlsx,7.0
RIS,CEPDL,chemical,4,witvliet_2020_8.xlsx,16.0
RIS,CEPshDL,chemical,2,witvliet_2020_8.xlsx,
RIS,CEPVL,chemical,3,witvliet_2020_8.xlsx,16.0
RIS,CEPVR,chemical,2,witvliet_2020_8.xlsx,10.0
RIS,OLQDR,chemical,1,witvliet_2020_8.xlsx,18.0
RIS,RIBL,chemical,11,witvliet_2020_8.xlsx,15.0
RIS,RIBR,chemical,11,witvliet_2020_8.xlsx,9.0
RIS,RICL,chemical,1,witvliet_2020_8.xlsx,16.0
RIS,RIML,chemical,9,witvliet_2020_8.xlsx,15.0
RIS,RIMR,chemical,8,witvliet_2020_8.xlsx,11.0
RIS,RMDL,chemical,1,witvliet_2020_8.xlsx,17.0
RIS,RMDR,chemical,2,witvliet_2020_8.xlsx,13.0
RIS,RMEV,chemical,1,witvliet_2020_8.xlsx,15.0
RIS,RMFL,chemical,1,witvliet_2020_8.xlsx,16.0
RIS,SMDDL,chemical,2,witvliet_2020_8.xlsx,15.0
RIS,SMDDR,chemical,2,witvliet_2020_8.xlsx,7.0
RIS,SMDVL,chemical,1,witvliet_2020_8.xlsx,17.0
RIS,URYDL,chemical,2,witvliet_2020_8.xlsx,17.0
RIS,URYDR,chemical,2,witvliet_2020_8.xlsx,17.0
RIS,URYVL,chemical,2,witvliet_2020_8.xlsx,15.0
RIVL,BWM-VL07,chemical,1,witvliet_2020_8.xlsx,
RIVL,BWM-VR03,chemical,1,witvliet_2020_8.xlsx,
RIVL,BWM-VR04,chemical,4,witvliet_2020_8.xlsx,
RIVL,BWM-VR05,chemical,4,witvliet_2020_8.xlsx,
RIVL,BWM-VR06,chemical,4,witvliet_2020_8.xlsx,
RIVL,BWM-VR07,chemical,5,witvliet_2020_8.xlsx,
RIVL,BWM-VR08,chemical,1,witvliet_2020_8.xlsx,
RIVL,RIAL,chemical,5,witvliet_2020_8.xlsx,17.0
RIVL,RIAR,chemical,3,witvliet_2020_8.xlsx,17.0
RIVL,RMDDR,chemical,2,witvliet_2020_8.xlsx,17.0
RIVL,RMDL,chemical,1,witvliet_2020_8.xlsx,17.0
RIVL,RMDVL,chemical,3,witvliet_2020_8.xlsx,17.0
RIVL,SAADR,chemical,4,witvliet_2020_8.xlsx,17.0
RIVL,SIAVR,chemical,6,witvliet_2020_8.xlsx,15.0
RIVL,SMDDR,chemical,2,witvliet_2020_8.xlsx,15.0
RIVL,SMDVL,chemical,2,witvliet_2020_8.xlsx,17.0
RIVL,SMDVL,electrical,1,witvliet_2020_8.xlsx,17.0
RIVR,BWM-VL04,chemical,1,witvliet_2020_8.xlsx,
RIVR,BWM-VL05,chemical,4,witvliet_2020_8.xlsx,
RIVR,BWM-VL06,chemical,5,witvliet_2020_8.xlsx,
RIVR,BWM-VL07,chemical,5,witvliet_2020_8.xlsx,
RIVR,BWM-VL08,chemical,6,witvliet_2020_8.xlsx,
RIVR,RIAL,chemical,1,witvliet_2020_8.xlsx,17.0
RIVR,RIAR,chemical,3,witvliet_2020_8.xlsx,17.0
RIVR,RMDDL,chemical,2,witvliet_2020_8.xlsx,17.0
RIVR,RMDR,chemical,2,witvliet_2020_8.xlsx,13.0
RIVR,RMDVR,chemical,7,witvliet_2020_8.xlsx,17.0
RIVR,RMGL,chemical,1,witvliet_2020_8.xlsx,15.0
RIVR,SAADL,chemical,2,witvliet_2020_8.xlsx,17.0
RIVR,SIAVL,chemical,10,witvliet_2020_8.xlsx,15.0
RIVR,SMDDL,chemical,1,witvliet_2020_8.xlsx,15.0
RIVR,SMDVR,chemical,1,witvliet_2020_8.xlsx,17.0
RMDDL,BWM-DL01,chemical,1,witvliet_2020_8.xlsx,
RMDDL,BWM-DL03,chemical,3,witvliet_2020_8.xlsx,
RMDDL,BWM-DL05,chemical,1,witvliet_2020_8.xlsx,
RMDDL,BWM-DR01,chemical,7,witvliet_2020_8.xlsx,
RMDDL,BWM-DR02,chemical,5,witvliet_2020_8.xlsx,
RMDDL,BWM-DR03,chemical,8,witvliet_2020_8.xlsx,
RMDDL,BWM-DR04,chemical,8,witvliet_2020_8.xlsx,
RMDDL,BWM-DR05,chemical,7,witvliet_2020_8.xlsx,
RMDDL,BWM-DR07,chemical,3,witvliet_2020_8.xlsx,
RMDDL,RMDDR,electrical,2,witvliet_2020_8.xlsx,15.0
RMDDL,RMDL,electrical,2,witvliet_2020_8.xlsx,11.0
RMDDL,RMDVL,electrical,1,witvliet_2020_8.xlsx,11.0
RMDDL,RMDVR,chemical,11,witvliet_2020_8.xlsx,15.0
RMDDL,RMEV,chemical,3,witvliet_2020_8.xlsx,17.0
RMDDL,SAADL,electrical,2,witvliet_2020_8.xlsx,11.0
RMDDL,SIAVR,electrical,1,witvliet_2020_8.xlsx,17.0
RMDDL,SMDDL,electrical,1,witvliet_2020_8.xlsx,17.0
RMDDL,URADR,chemical,1,witvliet_2020_8.xlsx,15.0
RMDDL,URYDR,chemical,1,witvliet_2020_8.xlsx,13.0
RMDDR,BWM-DL01,chemical,5,witvliet_2020_8.xlsx,
RMDDR,BWM-DL02,chemical,10,witvliet_2020_8.xlsx,
RMDDR,BWM-DL03,chemical,5,witvliet_2020_8.xlsx,
RMDDR,BWM-DL04,chemical,6,witvliet_2020_8.xlsx,
RMDDR,BWM-DL05,chemical,3,witvliet_2020_8.xlsx,
RMDDR,BWM-DL07,chemical,1,witvliet_2020_8.xlsx,
RMDDR,BWM-DR03,chemical,1,witvliet_2020_8.xlsx,
RMDDR,BWM-DR05,chemical,3,witvliet_2020_8.xlsx,
RMDDR,RMDDL,chemical,1,witvliet_2020_8.xlsx,15.0
RMDDR,RMDR,electrical,1,witvliet_2020_8.xlsx,17.0
RMDDR,RMDVL,chemical,12,witvliet_2020_8.xlsx,15.0
RMDDR,RMDVR,electrical,1,witvliet_2020_8.xlsx,7.0
RMDDR,RMED,chemical,2,witvliet_2020_8.xlsx,15.0
RMDDR,RMEV,chemical,1,witvliet_2020_8.xlsx,17.0
RMDDR,SAADR,electrical,2,witvliet_2020_8.xlsx,7.0
RMDDR,SIBDR,electrical,1,witvliet_2020_8.xlsx,17.0
RMDDR,SMBDR,chemical,1,witvliet_2020_8.xlsx,2.0
RMDDR,SMDDR,electrical,1,witvliet_2020_8.xlsx,17.0
RMDDR,URYDL,chemical,1,witvliet_2020_8.xlsx,15.0
RMDL,ADER,chemical,1,witvliet_2020_8.xlsx,18.0
RMDL,AVEL,chemical,1,witvliet_2020_8.xlsx,5.0
RMDL,BWM-DR02,chemical,1,witvliet_2020_8.xlsx,
RMDL,BWM-DR04,chemical,6,witvliet_2020_8.xlsx,
RMDL,BWM-DR06,chemical,1,witvliet_2020_8.xlsx,
RMDL,BWM-DR08,chemical,1,witvliet_2020_8.xlsx,
RMDL,BWM-VR02,chemical,2,witvliet_2020_8.xlsx,
RMDL,BWM-VR04,chemical,9,witvliet_2020_8.xlsx,
RMDL,BWM-VR06,chemical,1,witvliet_2020_8.xlsx,
RMDL,IL1R,chemical,3,witvliet_2020_8.xlsx,14.0
RMDL,RIAL,chemical,15,witvliet_2020_8.xlsx,13.0
RMDL,RIAR,chemical,8,witvliet_2020_8.xlsx,13.0
RMDL,RIML,chemical,1,witvliet_2020_8.xlsx,17.0
RMDL,RIVL,chemical,1,witvliet_2020_8.xlsx,17.0
RMDL,RMDDR,chemical,3,witvliet_2020_8.xlsx,15.0
RMDL,RMDR,chemical,12,witvliet_2020_8.xlsx,17.0
RMDL,RMDVL,chemical,1,witvliet_2020_8.xlsx,9.0
RMDL,RMDVL,electrical,1,witvliet_2020_8.xlsx,9.0
RMDL,RMEL,chemical,2,witvliet_2020_8.xlsx,13.0
RMDL,RMEL,electrical,1,witvliet_2020_8.xlsx,13.0
